,0
996,82.10709
997,82.10709
998,82.10709
999,81.68162
1000,83.364456
1001,80.75067
1002,83.46342
1003,86.11608
1004,86.092354
1005,85.035194
1006,82.10709
1007,82.18862
1008,82.34606
1009,81.4372
1010,82.19897
1011,82.23531
1012,82.34559
1013,82.05739
1014,86.2011
1015,82.401276
1016,82.166695
1017,86.11417
1018,85.83634
1019,86.12279
1020,86.15778
1021,85.1463
1022,87.17051
1023,86.1169
1024,86.09194
1025,86.09781
1026,85.46413
1027,87.352005
1028,87.33157
1029,86.11738
1030,82.26986
1031,82.10709
1032,86.08322
1033,86.25775
1034,86.08327
1035,80.11876
1036,82.726875
1037,84.70511
1038,85.51258
1039,83.02969
1040,86.11637
1041,82.26817
1042,86.25056
1043,85.693504
1044,80.684456
1045,86.114586
1046,86.17632
1047,86.417725
1048,86.18902
1049,83.060974
1050,86.09347
1051,84.48316
1052,85.42994
1053,86.11473
1054,86.09375
1055,86.02844
1056,82.98803
1057,86.41232
1058,86.09326
1059,86.33682
1060,84.82635
1061,86.114586
1062,85.611374
1063,86.1148
1064,86.29395
1065,85.84395
1066,85.50147
1067,85.441185
1068,81.227394
1069,84.800766
1070,86.0792
1071,86.28141
1072,86.09058
1073,86.11547
1074,82.97724
1075,83.14589
1076,84.740685
1077,86.102425
1078,81.93086
1079,87.08679
1080,86.26994
1081,81.86323
1082,86.1858
1083,86.1154
1084,87.52518
1085,86.37816
1086,85.31332
1087,86.114685
1088,86.08352
1089,84.97331
1090,86.092415
1091,85.58209
1092,84.681526
1093,86.11456
1094,86.03578
1095,84.12599
1096,79.94872
1097,82.61286
1098,82.10709
1099,81.91887
1100,81.66148
1101,81.1284
1102,82.10709
1103,81.021935
1104,82.10709
1105,84.83215
1106,82.4273
1107,82.226715
1108,82.10709
1109,81.81123
1110,81.01684
1111,82.10709
1112,82.10709
1113,82.14195
1114,82.10709
1115,82.10709
1116,82.10709
1117,82.10709
1118,82.10709
1119,83.511
1120,82.30152
1121,82.10709
1122,82.302536
1123,81.50563
1124,81.07816
1125,82.13518
1126,82.00511
1127,82.10709
1128,82.145744
1129,82.10709
1130,82.10709
1131,82.10709
1132,82.10709
1133,81.98444
1134,82.10709
1135,83.37473
1136,82.31251
1137,82.31485
1138,83.389725
1139,83.39069
1140,82.32899
1141,82.10709
1142,82.10709
1143,82.09252
1144,87.60745
1145,86.044876
1146,86.22194
1147,85.51979
1148,84.87689
1149,84.65876
1150,86.19753
1151,86.369354
1152,86.412766
1153,87.51397
1154,86.117615
1155,87.42413
1156,87.69862
1157,86.18449
1158,86.35909
1159,86.349
1160,87.44716
1161,86.13103
1162,86.09997
1163,81.60905
1164,82.27777
1165,82.35067
1166,83.42845
1167,81.15109
1168,79.90498
1169,82.10709
1170,82.24305
1171,83.2548
1172,81.85212
1173,80.473
1174,80.90179
1175,81.02287
1176,82.108536
1177,82.15966
1178,86.38862
1179,86.43833
1180,86.09308
1181,87.53049
1182,86.089966
1183,87.23449
1184,86.15037
1185,85.82965
1186,86.11255
1187,86.115456
1188,86.181435
1189,86.09006
1190,86.35183
1191,86.30338
1192,87.43862
1193,86.117386
1194,84.86056
1195,87.234146
1196,86.07735
1197,86.24984
1198,87.25192
1199,84.531265
1200,86.28812
1201,86.33547
1202,86.25391
1203,85.53732
1204,85.5149
1205,86.11475
1206,79.99343
1207,86.359436
1208,83.70112
1209,84.185295
1210,84.57792
1211,83.39766
1212,87.51584
1213,86.24981
1214,86.09362
1215,86.07375
1216,87.42033
1217,86.1174
1218,86.09341
1219,86.11547
1220,87.43143
1221,86.1174
1222,86.112434
1223,86.11545
1224,86.10442
1225,86.115456
1226,85.34472
1227,86.1749
1228,86.09101
1229,87.452576
1230,87.65577
1231,85.825325
1232,86.39487
1233,86.2207
1234,82.10709
1235,86.115524
1236,83.44334
1237,82.10709
1238,86.115524
1239,87.47582
1240,86.11702
1241,80.44755
1242,82.43379
1243,82.24251
1244,81.758675
1245,82.10709
1246,82.30398
1247,81.814995
1248,80.74444
1249,83.26304
1250,82.10709
1251,82.137924
1252,82.32376
1253,80.38203
1254,81.37841
1255,81.08783
1256,81.76516
1257,83.249
1258,83.2463
1259,82.24402
1260,83.482925
1261,82.10709
1262,82.241516
1263,80.531685
1264,82.10709
1265,82.23647
1266,83.46619
1267,82.10709
1268,82.10709
1269,82.268715
1270,82.29212
1271,82.10709
1272,81.38553
1273,82.10709
1274,82.2394
1275,82.10709
1276,86.2686
1277,87.49602
1278,87.46336
1279,85.51457
1280,84.460236
1281,87.49572
1282,87.21473
1283,87.26997
1284,86.16121
1285,84.92741
1286,86.0916
1287,86.11547
1288,86.39963
1289,83.583916
1290,82.35555
1291,83.08408
1292,80.41271
1293,82.9789
1294,83.21485
1295,82.10709
1296,82.77299
1297,83.45361
1298,82.10709
1299,82.315254
1300,83.28058
1301,82.736946
1302,83.57705
1303,82.32796
1304,82.30588
1305,82.362366
1306,83.582115
1307,82.39559
1308,81.966194
1309,83.394966
1310,82.10709
1311,83.39342
1312,83.39317
1313,82.10709
1314,82.10709
1315,82.10709
1316,82.179886
1317,82.34848
1318,82.10709
1319,82.34916
1320,82.25694
1321,82.3011
1322,82.21674
1323,82.10709
1324,82.10709
1325,82.10709
1326,82.19959
1327,82.10709
1328,82.20346
1329,82.179214
1330,83.28724
1331,80.30301
1332,82.28902
1333,82.10709
1334,82.275444
1335,82.10709
1336,82.17446
1337,82.026855
1338,83.52969
1339,83.55474
1340,83.46315
1341,82.24681
1342,82.157074
1343,85.88278
1344,87.330025
1345,86.0932
1346,86.39749
1347,87.08629
1348,86.116875
1349,86.09337
1350,86.324844
1351,87.28032
1352,86.1173
1353,86.22356
1354,84.75298
1355,86.34926
1356,86.383736
1357,86.25168
1358,86.10129
1359,85.965195
1360,85.83655
1361,87.30296
1362,85.96951
1363,82.10709
1364,86.115524
1365,85.64578
1366,86.15386
1367,82.10709
1368,87.45787
1369,82.10709
1370,82.10709
1371,82.10709
1372,80.39601
1373,82.10709
1374,82.29212
1375,82.29212
1376,82.194084
1377,83.28835
1378,82.10709
1379,82.06416
1380,82.10709
1381,83.28801
1382,82.19959
1383,82.10709
1384,82.10709
1385,82.10709
1386,82.274765
1387,81.024796
1388,82.40042
1389,82.10709
1390,82.10709
1391,82.10709
1392,86.40193
1393,85.952774
1394,86.253944
1395,86.26603
1396,86.09232
1397,86.11547
1398,86.079346
1399,86.11547
1400,82.10709
1401,82.10709
1402,82.041885
1403,82.10709
1404,79.812
1405,82.10709
1406,82.38562
1407,82.10709
1408,83.650215
1409,82.10709
1410,82.26177
1411,82.10709
1412,86.25495
1413,86.11536
1414,86.08974
1415,84.466415
1416,82.19959
1417,83.39618
1418,82.10709
1419,82.10709
1420,82.10709
1421,82.10709
1422,82.10709
1423,82.10709
1424,82.10709
1425,82.10709
1426,82.10709
1427,82.10709
1428,82.10709
1429,82.10709
1430,82.10709
1431,82.10709
1432,82.10709
1433,83.44033
1434,82.10709
1435,83.745445
1436,82.10709
1437,82.10709
1438,86.093636
1439,86.11547
1440,82.10709
1441,82.10709
1442,82.10709
1443,82.10709
1444,83.44834
1445,82.10709
1446,82.10709
1447,82.10709
1448,82.10709
1449,82.10709
1450,82.10709
1451,82.40768
1452,82.10709
1453,82.10709
1454,83.45028
1455,83.39316
1456,82.22431
1457,82.10709
1458,82.41313
1459,82.10709
1460,83.39446
1461,82.10709
1462,86.08974
1463,85.77009
1464,86.08985
1465,86.11547
1466,82.35694
1467,82.10709
1468,82.30049
1469,82.10709
1470,86.09044
1471,86.11547
1472,86.089905
1473,86.10403
1474,82.253914
1475,82.10709
1476,87.51203
1477,86.11728
1478,82.10709
1479,82.10709
1480,82.32021
1481,82.10709
1482,82.30051
1483,82.10709
1484,82.10709
1485,82.384186
1486,86.088036
1487,86.20719
1488,82.10709
1489,82.10709
1490,82.10709
1491,82.27179
1492,82.10709
1493,80.36226
1494,82.10709
1495,82.10709
1496,82.10709
1497,82.10709
1498,82.10709
1499,82.10709
1500,86.09186
1501,86.11547
1502,82.10709
1503,82.10709
1504,83.46764
1505,82.10709
1506,86.09108
1507,86.11547
1508,86.09314
1509,86.11547
1510,82.10709
1511,83.29757
1512,82.10709
1513,82.15755
1514,82.38463
1515,82.10709
1516,86.093025
1517,86.11547
1518,82.10709
1519,82.10709
1520,82.10709
1521,82.10709
1522,82.10709
1523,82.10709
1524,81.44038
1525,83.37749
1526,83.37749
1527,82.10709
1528,82.10709
1529,82.10709
1530,82.10709
1531,82.10709
1532,82.19959
1533,82.10709
1534,82.19959
1535,82.10709
1536,82.10709
1537,82.10709
1538,82.10709
1539,83.4612
1540,82.222565
1541,82.24394
1542,82.10709
1543,81.30248
1544,82.10709
1545,82.10709
1546,82.10709
1547,82.10709
1548,82.10709
1549,82.29212
1550,82.10709
1551,82.10709
1552,82.1098
1553,82.31327
1554,82.10709
1555,82.10709
1556,82.310555
1557,82.10709
1558,83.718796
1559,82.10709
1560,82.10709
1561,82.10709
1562,80.52225
1563,82.10709
1564,82.10709
1565,82.42654
1566,82.10709
1567,82.10709
1568,82.10709
1569,82.10709
1570,82.15029
1571,82.43046
1572,82.10709
1573,82.10709
1574,82.10709
1575,82.19959
1576,82.10709
1577,83.46268
1578,82.145744
1579,82.10709
1580,82.10709
1581,82.19959
1582,82.19959
1583,82.10709
1584,82.10709
1585,82.36406
1586,82.10709
1587,82.10709
1588,82.10709
1589,82.16177
1590,82.163284
1591,82.10709
1592,82.10709
1593,82.10709
1594,82.41162
1595,82.10709
1596,82.10709
1597,82.32567
1598,82.20346
1599,82.10709
1600,81.48317
1601,82.10709
1602,82.10709
1603,81.893105
1604,82.10709
1605,82.10709
1606,82.22862
1607,82.10709
1608,82.10709
1609,83.25028
1610,82.10709
1611,82.10709
1612,82.10709
1613,82.10709
1614,82.10709
1615,82.02909
1616,82.10709
1617,83.327545
1618,82.10709
1619,82.10709
1620,82.10709
1621,82.10709
1622,82.10709
1623,82.10709
1624,82.10709
1625,81.03641
1626,82.10709
1627,79.73348
1628,82.10709
1629,82.10709
1630,82.10709
1631,81.49661
1632,86.092606
1633,86.20113
1634,82.10709
1635,82.10709
1636,82.10709
1637,82.10709
1638,82.10709
1639,82.23193
1640,82.10709
1641,82.10709
1642,82.10709
1643,82.25452
1644,82.10709
1645,82.204056
1646,82.17749
1647,81.41243
1648,86.092964
1649,86.11547
1650,82.2364
1651,87.44555
1652,85.78423
1653,86.11489
1654,86.093636
1655,86.11547
1656,86.089775
1657,86.93493
1658,86.09196
1659,86.11547
1660,86.18113
1661,86.1154
1662,86.265335
1663,86.11534
1664,82.32499
1665,82.10709
1666,82.10709
1667,82.10709
1668,82.10709
1669,82.246735
1670,86.0857
1671,86.23625
1672,86.09323
1673,85.90329
1674,86.09212
1675,86.20719
1676,81.893105
1677,82.10709
1678,86.09325
1679,86.11547
1680,86.00982
1681,86.41702
1682,82.10709
1683,82.10709
1684,82.10709
1685,82.10709
1686,82.10709
1687,82.10709
1688,82.10709
1689,82.10709
1690,82.10709
1691,82.10709
1692,82.105316
1693,82.10709
1694,82.10709
1695,82.427795
1696,82.10709
1697,82.10709
1698,82.10709
1699,82.10709
1700,82.19959
1701,82.10709
1702,79.44004
1703,87.30151
1704,85.88368
1705,86.11547
1706,82.10709
1707,82.10709
1708,82.10709
1709,82.10709
1710,87.433235
1711,86.1174
1712,82.10709
1713,86.091995
1714,86.11547
1715,82.10709
1716,82.10709
1717,82.10709
1718,87.452194
1719,82.10709
1720,82.296875
1721,82.10709
1722,82.10709
1723,82.10709
1724,82.10709
1725,82.10709
1726,82.10709
1727,82.18351
1728,82.10709
1729,82.19959
1730,83.391014
1731,82.10709
1732,82.10709
1733,82.10709
1734,82.10709
1735,82.10709
1736,82.10709
1737,82.10709
1738,83.24582
1739,82.321884
1740,82.10709
1741,82.10709
1742,82.10709
1743,82.10709
1744,82.10709
1745,82.10709
1746,82.274635
1747,86.0901
1748,86.11547
1749,82.37482
1750,82.10709
1751,82.10709
1752,82.18655
1753,82.10709
1754,82.10709
1755,82.10709
1756,82.26515
1757,82.10709
1758,83.26301
1759,82.10709
1760,80.807434
1761,82.10709
1762,82.10709
1763,80.01202
1764,85.9675
1765,86.11547
1766,86.04911
1767,86.11547
1768,86.03865
1769,86.11547
1770,82.10709
1771,82.10709
1772,82.10709
1773,82.323235
1774,83.2487
1775,82.33337
1776,82.10709
1777,82.10709
1778,82.10709
1779,82.10709
1780,82.10709
1781,82.155716
1782,86.08684
1783,86.123856
1784,86.09411
1785,86.11547
1786,86.0895
1787,86.11547
1788,86.0934
1789,86.28742
1790,81.893105
1791,86.08534
1792,86.11547
1793,86.08638
1794,86.11547
1795,86.09365
1796,86.11547
1797,82.10709
1798,82.10709
1799,82.10709
1800,82.10709
1801,82.10709
1802,82.1938
1803,86.09361
1804,86.20719
1805,86.168816
1806,86.1154
1807,83.24813
1808,82.10709
1809,86.089195
1810,82.10709
1811,86.08706
1812,81.91403
1813,86.07703
1814,85.94696
1815,82.37806
1816,83.37458
1817,82.10709
1818,82.10709
1819,82.10709
1820,82.10709
1821,82.10709
1822,82.10709
1823,82.10709
1824,82.10709
1825,86.346375
1826,86.115295
1827,83.24647
1828,82.10709
1829,82.10709
1830,82.10709
1831,82.10709
1832,86.093124
1833,86.11547
1834,86.09264
1835,86.3433
1836,86.09368
1837,86.11547
1838,86.08228
1839,86.11547
1840,86.07592
1841,86.11547
1842,82.10709
1843,85.5377
1844,86.09535
1845,86.11547
1846,86.0931
1847,86.11547
1848,86.08991
1849,86.11547
1850,86.09027
1851,86.10548
1852,86.09237
1853,86.11547
1854,87.21306
1855,86.11735
1856,86.1193
1857,86.11545
1858,82.10709
1859,82.10709
1860,82.10709
1861,82.10709
1862,82.10709
1863,82.10709
1864,82.10709
1865,82.10709
1866,82.29212
1867,82.10709
1868,83.288
1869,83.288
1870,82.10709
1871,83.565414
1872,82.10709
1873,82.10709
